 18.5005      0               
 18.5015      0           
 18.5025      0           
 18.5035      0           
 18.5045      1           
 18.5055      3           
 18.5065      0           
 18.5075      3           
 18.5085      9           
 18.5095      9           
 18.5105      7           
 18.5115      14          
 18.5125      32          
 18.5135      29          
 18.5145      46          
 18.5155      67          
 18.5165      94          
 18.5175      137         
 18.5185      159         
 18.5195      221         
 18.5205      284         
 18.5215      397         
 18.5225      489         
 18.5235      652         
 18.5245      809         
 18.5255      1059        
 18.5265      1360        
 18.5275      1683        
 18.5285      1964        
 18.5295      2362        
 18.5305      2960        
 18.5315      3413        
 18.5325      4061        
 18.5335      4575        
 18.5345      5308        
 18.5355      6021        
 18.5365      6896        
 18.5375      7686        
 18.5385      8594        
 18.5395      9306        
 18.5405      10016       
 18.5415      10638       
 18.5425      11468       
 18.5435      11930       
 18.5445      12426       
 18.5455      12728       
 18.5465      13344       
 18.5475      13426       
 18.5485      13317       
 18.5495      13185       
 18.5505      12826       
 18.5515      12456       
 18.5525      12097       
 18.5535      11249       
 18.5545      10895       
 18.5555      10024       
 18.5565      9296        
 18.5575      8479        
 18.5585      7664        
 18.5595      6990        
 18.5605      6059        
 18.5615      5392        
 18.5625      4728        
 18.5635      4071        
 18.5645      3422        
 18.5655      3030        
 18.5665      2555        
 18.5675      2210        
 18.5685      1825        
 18.5695      1633        
 18.5705      1493        
 18.5715      1399        
 18.5725      1410        
 18.5735      1369        
 18.5745      1558        
 18.5755      1746        
 18.5765      1971        
 18.5775      2442        
 18.5785      2729        
 18.5795      3234        
 18.5805      3935        
 18.5815      4623        
 18.5825      5421        
 18.5835      6256        
 18.5845      7314        
 18.5855      8088        
 18.5865      9085        
 18.5875      10073       
 18.5885      11358       
 18.5895      12315       
 18.5905      13430       
 18.5915      14315       
 18.5925      15159       
 18.5935      15958       
 18.5945      16704       
 18.5955      17162       
 18.5965      17327       
 18.5975      17769       
 18.5985      17610       
 18.5995      17518       
 18.6005      17027       
 18.6015      16701       
 18.6025      15989       
 18.6035      15506       
 18.6045      14324       
 18.6055      13328       
 18.6065      12214       
 18.6075      11320       
 18.6085      10236       
 18.6095      9095        
 18.6105      8090        
 18.6115      7111        
 18.6125      6250        
 18.6135      5291        
 18.6145      4605        
 18.6155      3917        
 18.6165      3340        
 18.6175      2827        
 18.6185      2306        
 18.6195      1922        
 18.6205      1578        
 18.6215      1379        
 18.6225      1215        
 18.6235      1161        
 18.6245      1127        
 18.6255      1131        
 18.6265      1211        
 18.6275      1313        
 18.6285      1522        
 18.6295      1720        
 18.6305      1999        
 18.6315      2336        
 18.6325      2700        
 18.6335      3080        
 18.6345      3559        
 18.6355      4039        
 18.6365      4649        
 18.6375      5113        
 18.6385      5613        
 18.6395      6131        
 18.6405      6760        
 18.6415      7115        
 18.6425      7783        
 18.6435      8202        
 18.6445      8201        
 18.6455      8597        
 18.6465      8814        
 18.6475      8766        
 18.6485      8712        
 18.6495      8733        
 18.6505      8541        
 18.6515      8357        
 18.6525      7966        
 18.6535      7781        
 18.6545      7134        
 18.6555      6600        
 18.6565      6190        
 18.6575      5691        
 18.6585      5113        
 18.6595      4676        
 18.6605      4044        
 18.6615      3542        
 18.6625      3071        
 18.6635      2626        
 18.6645      2340        
 18.6655      1966        
 18.6665      1567        
 18.6675      1303        
 18.6685      1015        
 18.6695      922         
 18.6705      711         
 18.6715      555         
 18.6725      438         
 18.6735      356         
 18.6745      263         
 18.6755      182         
 18.6765      145         
 18.6775      84          
 18.6785      82          
 18.6795      66          
 18.6805      35          
 18.6815      38          
 18.6825      29          
 18.6835      20          
 18.6845      6           
 18.6855      10          
 18.6865      9           
 18.6875      3           
 18.6885      0           
 18.6895      0           
 18.6905      1           
 18.6915      0           
 18.6925      1           
 18.6935      0           
 18.6945      0           
 18.6955      0           
 18.6965      0           
 18.6975      0
 18.6985      0
 18.6995      0
